product_id,date,base_price,current_price,traffic_views,units_sold,day_of_week,inventory_level,promotion_flag
12,2025-02-21,12.37,10.96,83,26,4,345,0
12,2025-02-22,12.37,10.68,47,17,5,328,0
12,2025-02-23,12.37,10.74,61,21,6,307,0
12,2025-02-24,12.37,10.64,114,44,0,263,0
12,2025-02-25,12.37,10.83,167,60,1,203,0
12,2025-02-26,12.37,10.79,181,75,2,128,0
12,2025-02-27,12.37,11.01,145,61,3,67,0
12,2025-02-28,12.37,10.96,86,34,4,361,0
12,2025-03-01,12.37,10.87,49,16,5,345,0
12,2025-03-02,12.37,9.9,157,71,6,274,1
12,2025-03-03,12.37,9.71,118,54,0,220,0
12,2025-03-04,12.37,9.83,174,70,1,150,0
12,2025-03-05,12.37,10.09,188,83,2,67,0
12,2025-03-06,12.37,10.33,151,56,3,489,0
12,2025-03-07,12.37,10.64,89,29,4,460,0
12,2025-03-08,12.37,10.73,51,18,5,442,0
12,2025-03-09,12.37,10.79,65,28,6,414,0
12,2025-03-10,12.37,9.9,305,109,0,305,1
12,2025-03-11,12.37,10.12,180,71,1,234,0
12,2025-03-12,12.37,9.82,196,79,2,155,0
12,2025-03-13,12.37,9.76,157,61,3,94,0
12,2025-03-14,12.37,9.76,93,36,4,58,0
12,2025-03-15,12.37,9.91,53,21,5,348,0
12,2025-03-16,12.37,10.0,68,26,6,322,0
12,2025-03-17,12.37,10.3,127,44,0,278,0
12,2025-03-18,12.37,10.52,187,73,1,205,0
12,2025-03-19,12.37,10.34,203,86,2,119,0
12,2025-03-20,12.37,10.38,163,68,3,51,0
12,2025-03-21,12.37,10.62,96,34,4,323,0
12,2025-03-22,12.37,10.62,55,19,5,304,0
12,2025-03-23,12.37,10.9,70,26,6,278,0
12,2025-03-24,12.37,11.09,132,55,0,223,0
12,2025-03-25,12.37,11.19,195,75,1,148,0
12,2025-03-26,12.37,11.03,211,83,2,65,0
12,2025-03-27,12.37,11.0,169,65,3,422,0
12,2025-03-28,12.37,11.19,100,38,4,384,0
12,2025-03-29,12.37,11.52,57,20,5,364,0
12,2025-03-30,12.37,11.4,73,28,6,336,0
12,2025-03-31,12.37,11.53,137,47,0,289,0
12,2025-04-01,12.37,11.71,202,63,1,226,0
12,2025-04-02,12.37,12.02,219,80,2,146,0
12,2025-04-03,12.37,11.92,175,67,3,79,0
12,2025-04-04,12.37,12.12,104,32,4,600,0
12,2025-04-05,12.37,12.28,59,21,5,579,0
12,2025-04-06,12.37,12.27,76,29,6,550,0
12,2025-04-07,12.37,12.38,142,47,0,503,0
12,2025-04-08,12.37,12.29,209,66,1,437,0
12,2025-04-09,12.37,12.46,227,76,2,361,0
12,2025-04-10,12.37,12.58,181,57,3,304,0
12,2025-04-11,12.37,12.94,108,33,4,271,0
12,2025-04-12,12.37,12.88,61,20,5,251,0
12,2025-04-13,12.37,12.89,78,22,6,229,0
12,2025-04-14,12.37,13.18,147,41,0,188,0
12,2025-04-15,12.37,13.41,216,66,1,122,0
12,2025-04-16,12.37,13.7,234,70,2,52,0
12,2025-04-17,12.37,14.05,188,52,3,635,0
12,2025-04-18,12.37,13.99,111,37,4,598,0
12,2025-04-19,12.37,13.92,63,18,5,580,0
12,2025-04-20,12.37,13.87,81,25,6,555,0
12,2025-04-21,12.37,13.7,152,42,0,513,0
12,2025-04-22,12.37,13.42,223,73,1,440,0
12,2025-04-23,12.37,13.67,242,69,2,371,0
12,2025-04-24,12.37,13.69,194,58,3,313,0
12,2025-04-25,12.37,9.9,287,115,4,198,1
12,2025-04-26,12.37,9.96,65,28,5,170,0
12,2025-04-27,12.37,10.12,83,29,6,141,0
12,2025-04-28,12.37,10.28,156,50,0,91,0
12,2025-04-29,12.37,10.11,230,90,1,725,0
12,2025-04-30,12.37,9.99,249,103,2,622,0
12,2025-05-01,12.37,10.13,199,80,3,542,0
12,2025-05-02,12.37,10.25,118,51,4,491,0
12,2025-05-03,12.37,9.96,67,28,5,463,0
12,2025-05-04,12.37,9.9,215,83,6,380,1
12,2025-05-05,12.37,9.78,161,53,0,327,0
12,2025-05-06,12.37,9.7,236,95,1,232,0
12,2025-05-07,12.37,9.76,256,113,2,119,0
12,2025-05-08,12.37,9.7,204,81,3,422,0
12,2025-05-09,12.37,9.41,121,50,4,372,0
12,2025-05-10,12.37,9.29,69,30,5,342,0
12,2025-05-11,12.37,9.43,88,33,6,309,0
12,2025-05-12,12.37,9.47,165,72,0,237,0
12,2025-05-13,12.37,9.44,242,114,1,123,0
12,2025-05-14,12.37,9.43,262,107,2,388,0
12,2025-05-15,12.37,9.48,209,79,3,309,0
12,2025-05-16,12.37,9.64,124,50,4,259,0
12,2025-05-17,12.37,9.71,71,23,5,236,0
12,2025-05-18,12.37,9.56,90,38,6,198,0
12,2025-05-19,12.37,9.31,168,73,0,125,0
12,2025-05-20,12.37,9.34,247,117,1,487,0
12,2025-05-21,12.37,9.08,267,112,2,375,0
12,2025-05-22,12.37,9.19,214,93,3,282,0
12,2025-05-23,12.37,9.9,315,119,4,163,1
12,2025-05-24,12.37,9.62,72,28,5,135,0
12,2025-05-25,12.37,9.66,92,33,6,102,0
12,2025-05-26,12.37,9.57,172,70,0,784,0
12,2025-05-27,12.37,9.8,252,100,1,684,0
12,2025-05-28,12.37,9.96,272,112,2,572,0
12,2025-05-29,12.37,10.07,217,82,3,490,0
12,2025-05-30,12.37,10.22,129,51,4,439,0
12,2025-05-31,12.37,10.42,73,27,5,412,0
12,2025-06-01,12.37,10.16,93,36,6,376,0
12,2025-06-02,12.37,10.41,174,68,0,308,0
12,2025-06-03,12.37,10.25,256,101,1,207,0
12,2025-06-04,12.37,9.96,276,118,2,89,0
12,2025-06-05,12.37,9.76,220,89,3,483,0
12,2025-06-06,12.37,9.74,130,51,4,432,0
12,2025-06-07,12.37,9.77,74,29,5,403,0
12,2025-06-08,12.37,9.7,94,36,6,367,0
12,2025-06-09,12.37,9.8,176,69,0,298,0
12,2025-06-10,12.37,9.54,259,124,1,174,0
12,2025-06-11,12.37,9.38,279,108,2,66,0
12,2025-06-12,12.37,9.5,223,66,3,479,0
12,2025-06-13,12.37,9.41,132,53,4,426,0
12,2025-06-14,12.37,9.48,75,30,5,396,0
12,2025-06-15,12.37,9.22,95,39,6,357,0
12,2025-06-16,12.37,9.45,178,76,0,281,0
12,2025-06-17,12.37,9.3,261,94,1,187,0
12,2025-06-18,12.37,9.29,282,128,2,59,0
12,2025-06-19,12.37,9.18,225,59,3,724,0
12,2025-06-20,12.37,9.32,133,50,4,674,0
12,2025-06-21,12.37,9.29,75,26,5,648,0
12,2025-06-22,12.37,9.9,240,89,6,559,1
12,2025-06-23,12.37,9.68,179,72,0,487,0
12,2025-06-24,12.37,9.88,262,128,1,359,0
12,2025-06-25,12.37,9.7,283,121,2,238,0
12,2025-06-26,12.37,9.63,226,79,3,159,0
12,2025-06-27,12.37,9.42,133,52,4,107,0
12,2025-06-28,12.37,9.32,76,31,5,76,0
12,2025-06-29,12.37,9.58,96,40,6,704,0
12,2025-06-30,12.37,9.79,180,65,0,639,0
12,2025-07-01,12.37,9.75,263,106,1,533,0
12,2025-07-02,12.37,9.56,283,110,2,423,0
12,2025-07-03,12.37,9.57,226,85,3,338,0
12,2025-07-04,12.37,9.58,133,56,4,282,0
12,2025-07-05,12.37,9.55,76,33,5,249,0
12,2025-07-06,12.37,9.6,96,42,6,207,0
12,2025-07-07,12.37,9.56,179,77,0,130,0
12,2025-07-08,12.37,9.62,262,104,1,546,0
12,2025-07-09,12.37,9.79,283,122,2,424,0
12,2025-07-10,12.37,9.86,225,93,3,331,0
12,2025-07-11,12.37,9.61,133,55,4,276,0
12,2025-07-12,12.37,9.86,75,29,5,247,0
12,2025-07-13,12.37,9.58,96,38,6,209,0
12,2025-07-14,12.37,9.65,179,74,0,135,0
12,2025-07-15,12.37,9.44,261,130,1,725,0
12,2025-07-16,12.37,9.54,281,119,2,606,0
12,2025-07-17,12.37,9.51,224,88,3,518,0
12,2025-07-18,12.37,9.28,132,52,4,466,0
12,2025-07-19,12.37,9.43,75,30,5,436,0
12,2025-07-20,12.37,9.28,95,47,6,389,0
12,2025-07-21,12.37,9.51,177,71,0,318,0
12,2025-07-22,12.37,9.25,259,117,1,201,0
12,2025-07-23,12.37,9.44,279,113,2,88,0
12,2025-07-24,12.37,9.32,222,88,3,377,0
12,2025-07-25,12.37,9.25,131,58,4,319,0
12,2025-07-26,12.37,9.19,74,30,5,289,0
12,2025-07-27,12.37,9.39,94,37,6,252,0
12,2025-07-28,12.37,9.21,175,84,0,168,0
12,2025-07-29,12.37,8.99,256,118,1,50,0
12,2025-07-30,12.37,8.97,276,50,2,692,0
12,2025-07-31,12.37,8.9,219,100,3,592,0
12,2025-08-01,12.37,8.96,129,57,4,535,0
12,2025-08-02,12.37,8.87,73,37,5,498,0
12,2025-08-03,12.37,9.0,93,40,6,458,0
12,2025-08-04,12.37,8.83,173,78,0,380,0
12,2025-08-05,12.37,9.02,252,95,1,285,0
12,2025-08-06,12.37,8.91,272,109,2,176,0
12,2025-08-07,12.37,8.97,216,84,3,92,0
12,2025-08-08,12.37,9.13,127,59,4,786,0
12,2025-08-09,12.37,9.9,180,58,5,728,1
12,2025-08-10,12.37,9.7,91,36,6,692,0
12,2025-08-11,12.37,9.69,170,53,0,639,0
12,2025-08-12,12.37,9.77,248,94,1,545,0
12,2025-08-13,12.37,9.72,267,105,2,440,0
12,2025-08-14,12.37,9.5,212,97,3,343,0
12,2025-08-15,12.37,9.48,125,53,4,290,0
12,2025-08-16,12.37,9.71,71,27,5,263,0
12,2025-08-17,12.37,9.89,89,39,6,224,0
12,2025-08-18,12.37,9.72,166,68,0,156,0
12,2025-08-19,12.37,9.49,243,101,1,55,0
12,2025-08-20,12.37,9.6,261,55,2,342,0
12,2025-08-21,12.37,9.73,207,78,3,264,0
12,2025-08-22,12.37,9.92,122,46,4,218,0
12,2025-08-23,12.37,9.68,69,28,5,190,0
12,2025-08-24,12.37,9.62,87,36,6,154,0
12,2025-08-25,12.37,9.79,163,74,0,80,0
12,2025-08-26,12.37,9.9,237,80,1,522,0
12,2025-08-27,12.37,9.67,255,82,2,440,0
12,2025-08-28,12.37,9.9,505,209,3,231,1
12,2025-08-29,12.37,9.91,119,42,4,189,0
12,2025-08-30,12.37,9.61,67,25,5,164,0
12,2025-08-31,12.37,9.52,85,33,6,131,0
12,2025-09-01,12.37,9.59,158,62,0,69,0
12,2025-09-02,12.37,9.52,231,69,1,400,0
12,2025-09-03,12.37,9.39,248,105,2,295,0
12,2025-09-04,12.37,9.56,197,72,3,223,0
12,2025-09-05,12.37,9.35,116,50,4,173,0
12,2025-09-06,12.37,9.49,65,32,5,141,0
12,2025-09-07,12.37,9.52,83,30,6,111,0
12,2025-09-08,12.37,9.25,154,63,0,457,0
12,2025-09-09,12.37,9.14,224,76,1,381,0
12,2025-09-10,12.37,8.9,241,101,2,280,0
12,2025-09-11,12.37,8.9,191,86,3,194,0
12,2025-09-12,12.37,8.84,112,51,4,143,0
12,2025-09-13,12.37,8.99,63,27,5,116,0
12,2025-09-14,12.37,9.05,80,37,6,79,0
12,2025-09-15,12.37,8.89,149,77,0,510,0
12,2025-09-16,12.37,8.87,217,107,1,403,0
12,2025-09-17,12.37,8.94,233,96,2,307,0
12,2025-09-18,12.37,9.06,185,70,3,237,0
12,2025-09-19,12.37,9.02,109,45,4,192,0
12,2025-09-20,12.37,8.77,61,24,5,168,0
12,2025-09-21,12.37,8.94,78,34,6,134,0
12,2025-09-22,12.37,8.91,144,56,0,78,0
12,2025-09-23,12.37,9.11,210,78,1,460,0
12,2025-09-24,12.37,8.97,226,103,2,357,0
12,2025-09-25,12.37,8.76,179,77,3,280,0
12,2025-09-26,12.37,8.658999999999999,105,42,4,238,0
13,2023-01-01,18.87,19.18,95,34,6,1562,0
13,2023-01-02,18.87,19.39,132,36,0,1526,0
13,2023-01-03,18.87,19.68,168,52,1,1474,0
13,2023-01-04,18.87,19.23,177,57,2,1417,0
13,2023-01-05,18.87,19.13,152,50,3,1367,0
13,2023-01-06,18.87,18.57,112,38,4,1329,0
13,2023-01-07,18.87,18.77,87,30,5,1299,0
13,2023-01-08,18.87,18.94,96,31,6,1268,0
13,2023-01-09,18.87,19.5,132,41,0,1227,0
13,2023-01-10,18.87,19.62,169,52,1,1175,0
13,2023-01-11,18.87,19.63,178,54,2,1121,0
13,2023-01-12,18.87,19.8,153,51,3,1070,0
13,2023-01-13,18.87,19.42,112,34,4,1036,0
13,2023-01-14,18.87,15.1,217,93,5,943,1
13,2023-01-15,18.87,14.72,97,39,6,904,0
13,2023-01-16,18.87,14.37,133,52,0,852,0
13,2023-01-17,18.87,14.35,170,74,1,778,0
13,2023-01-18,18.87,15.1,450,169,2,609,1
13,2023-01-19,18.87,14.87,155,65,3,544,0
13,2023-01-20,18.87,15.2,114,46,4,498,0
13,2023-01-21,18.87,15.1,222,84,5,414,1
13,2023-01-22,18.87,15.13,98,41,6,373,0
13,2023-01-23,18.87,14.77,136,57,0,316,0
13,2023-01-24,18.87,14.33,173,78,1,238,0
13,2023-01-25,18.87,14.56,183,81,2,157,0
13,2023-01-26,18.87,14.63,158,67,3,90,0
13,2023-01-27,18.87,14.42,116,43,4,676,0
13,2023-01-28,18.87,14.21,90,45,5,631,0
13,2023-01-29,18.87,14.3,100,36,6,595,0
13,2023-01-30,18.87,14.21,138,62,0,533,0
13,2023-01-31,18.87,14.49,177,75,1,458,0
13,2023-02-01,18.87,14.45,187,70,2,388,0
13,2023-02-02,18.87,14.22,161,66,3,322,0
13,2023-02-03,18.87,14.38,119,49,4,273,0
13,2023-02-04,18.87,14.6,93,42,5,231,0
13,2023-02-05,18.87,14.53,103,39,6,192,0
13,2023-02-06,18.87,14.47,142,57,0,135,0
13,2023-02-07,18.87,14.38,182,61,1,74,0
13,2023-02-08,18.87,14.3,192,74,2,724,0
13,2023-02-09,18.87,14.54,166,62,3,662,0
13,2023-02-10,18.87,14.92,122,50,4,612,0
13,2023-02-11,18.87,14.92,95,38,5,574,0
13,2023-02-12,18.87,14.65,106,42,6,532,0
13,2023-02-13,18.87,14.67,146,63,0,469,0
13,2023-02-14,18.87,14.95,187,85,1,384,0
13,2023-02-15,18.87,15.1,495,202,2,182,1
13,2023-02-16,18.87,14.84,171,73,3,109,0
13,2023-02-17,18.87,15.03,126,52,4,57,0
13,2023-02-18,18.87,15.18,98,42,5,807,0
13,2023-02-19,18.87,15.0,109,42,6,765,0
13,2023-02-20,18.87,14.89,151,66,0,699,0
13,2023-02-21,18.87,14.63,194,86,1,613,0
13,2023-02-22,18.87,14.45,205,91,2,522,0
13,2023-02-23,18.87,14.08,177,70,3,452,0
13,2023-02-24,18.87,14.32,131,53,4,399,0
13,2023-02-25,18.87,14.04,102,43,5,356,0
13,2023-02-26,18.87,13.93,113,42,6,314,0
13,2023-02-27,18.87,13.7,157,75,0,239,0
13,2023-02-28,18.87,14.1,201,84,1,155,0
13,2023-03-01,18.87,13.85,213,92,2,63,0
13,2023-03-02,18.87,13.65,183,63,3,313,0
13,2023-03-03,18.87,13.56,136,51,4,262,0
13,2023-03-04,18.87,13.95,106,42,5,220,0
13,2023-03-05,18.87,13.96,117,50,6,170,0
13,2023-03-06,18.87,13.56,163,73,0,97,0
13,2023-03-07,18.87,13.61,208,90,1,799,0
13,2023-03-08,18.87,13.22,221,98,2,701,0
13,2023-03-09,18.87,13.21,190,80,3,621,0
13,2023-03-10,18.87,13.32,141,63,4,558,0
13,2023-03-11,18.87,13.209,110,53,5,505,0
13,2023-03-12,18.87,13.42,122,55,6,450,0
13,2023-03-13,18.87,13.209,169,78,0,372,0
13,2023-03-14,18.87,13.43,216,95,1,277,0
13,2023-03-15,18.87,13.79,229,85,2,192,0
13,2023-03-16,18.87,13.91,198,76,3,116,0
13,2023-03-17,18.87,13.54,146,65,4,51,0
13,2023-03-18,18.87,13.32,114,49,5,334,0
13,2023-03-19,18.87,15.1,315,131,6,203,1
13,2023-03-20,18.87,14.99,175,80,0,123,0
13,2023-03-21,18.87,14.67,225,97,1,374,0
13,2023-03-22,18.87,14.63,238,107,2,267,0
13,2023-03-23,18.87,14.33,205,85,3,182,0
13,2023-03-24,18.87,14.35,152,58,4,124,0
13,2023-03-25,18.87,15.1,295,118,5,580,1
13,2023-03-26,18.87,15.28,131,48,6,532,0
13,2023-03-27,18.87,15.69,182,80,0,452,0
13,2023-03-28,18.87,16.02,233,95,1,357,0
13,2023-03-29,18.87,16.19,247,98,2,259,0
13,2023-03-30,18.87,16.41,213,88,3,171,0
13,2023-03-31,18.87,16.43,158,49,4,122,0
13,2023-04-01,18.87,16.51,123,48,5,74,0
13,2023-04-02,18.87,16.59,136,45,6,558,0
13,2023-04-03,18.87,16.15,189,72,0,486,0
13,2023-04-04,18.87,16.51,242,88,1,398,0
13,2023-04-05,18.87,16.14,256,103,2,295,0
13,2023-04-06,18.87,16.48,221,84,3,211,0
13,2023-04-07,18.87,16.96,163,66,4,145,0
13,2023-04-08,18.87,17.2,127,44,5,101,0
13,2023-04-09,18.87,17.24,141,54,6,399,0
13,2023-04-10,18.87,17.64,196,70,0,329,0
13,2023-04-11,18.87,15.1,627,218,1,111,1
13,2023-04-12,18.87,14.84,265,99,2,722,0
13,2023-04-13,18.87,15.25,229,90,3,632,0
13,2023-04-14,18.87,15.16,169,73,4,559,0
13,2023-04-15,18.87,15.61,132,53,5,506,0
13,2023-04-16,18.87,15.23,146,52,6,454,0
13,2023-04-17,18.87,15.67,202,78,0,376,0
13,2023-04-18,18.87,15.53,259,118,1,258,0
13,2023-04-19,18.87,15.76,274,107,2,151,0
13,2023-04-20,18.87,15.38,236,91,3,60,0
13,2023-04-21,18.87,15.48,175,60,4,411,0
13,2023-04-22,18.87,15.54,136,56,5,355,0
13,2023-04-23,18.87,15.61,151,57,6,298,0
13,2023-04-24,18.87,15.63,209,85,0,213,0
13,2023-04-25,18.87,15.71,267,101,1,112,0
13,2023-04-26,18.87,15.79,283,112,2,500,0
13,2023-04-27,18.87,16.21,244,94,3,406,0
13,2023-04-28,18.87,15.83,180,72,4,334,0
13,2023-04-29,18.87,16.14,140,50,5,284,0
13,2023-04-30,18.87,16.07,155,55,6,229,0
13,2023-05-01,18.87,15.77,215,90,0,139,0
13,2023-05-02,18.87,15.46,275,107,1,531,0
13,2023-05-03,18.87,15.91,291,115,2,416,0
13,2023-05-04,18.87,16.31,251,92,3,324,0
13,2023-05-05,18.87,16.06,185,76,4,248,0
13,2023-05-06,18.87,16.41,144,51,5,197,0
13,2023-05-07,18.87,16.49,160,59,6,138,0
13,2023-05-08,18.87,16.04,221,90,0,700,0
13,2023-05-09,18.87,15.61,282,121,1,579,0
13,2023-05-10,18.87,15.29,299,113,2,466,0
13,2023-05-11,18.87,15.1,257,119,3,347,0
13,2023-05-12,18.87,14.95,190,78,4,269,0
13,2023-05-13,18.87,15.12,148,54,5,215,0
13,2023-05-14,18.87,15.41,163,66,6,149,0
13,2023-05-15,18.87,15.5,226,86,0,63,0
13,2023-05-16,18.87,15.74,289,63,1,363,0
13,2023-05-17,18.87,16.07,306,116,2,247,0
13,2023-05-18,18.87,15.8,263,102,3,145,0
13,2023-05-19,18.87,15.46,194,71,4,74,0
13,2023-05-20,18.87,15.89,151,63,5,486,0
13,2023-05-21,18.87,16.18,167,57,6,429,0
13,2023-05-22,18.87,16.28,231,80,0,349,0
13,2023-05-23,18.87,16.11,295,116,1,233,0
13,2023-05-24,18.87,15.69,312,137,2,96,0
13,2023-05-25,18.87,16.14,268,96,3,785,0
13,2023-05-26,18.87,16.46,198,78,4,707,0
13,2023-05-27,18.87,16.85,154,61,5,646,0
13,2023-05-28,18.87,16.45,170,68,6,578,0
13,2023-05-29,18.87,16.14,235,87,0,491,0
13,2023-05-30,18.87,16.44,300,103,1,388,0
13,2023-05-31,18.87,16.48,317,98,2,290,0
13,2023-06-01,18.87,16.58,273,100,3,190,0
13,2023-06-02,18.87,16.18,201,84,4,106,0
13,2023-06-03,18.87,16.44,156,53,5,53,0
13,2023-06-04,18.87,16.18,173,53,6,460,0
13,2023-06-05,18.87,16.45,238,83,0,377,0
13,2023-06-06,18.87,15.97,305,118,1,259,0
13,2023-06-07,18.87,15.94,321,131,2,128,0
13,2023-06-08,18.87,16.09,276,100,3,500,0
13,2023-06-09,18.87,16.21,204,78,4,422,0
13,2023-06-10,18.87,16.14,158,58,5,364,0
13,2023-06-11,18.87,16.01,175,71,6,293,0
13,2023-06-12,18.87,16.05,241,94,0,199,0
13,2023-06-13,18.87,15.84,308,120,1,79,0
13,2023-06-14,18.87,15.9,325,79,2,683,0
13,2023-06-15,18.87,16.25,279,112,3,571,0
13,2023-06-16,18.87,16.21,205,74,4,497,0
13,2023-06-17,18.87,16.59,160,59,5,438,0
13,2023-06-18,18.87,17.03,176,64,6,374,0
13,2023-06-19,18.87,16.95,243,90,0,284,0
13,2023-06-20,18.87,16.51,310,140,1,144,0
13,2023-06-21,18.87,16.97,327,124,2,560,0
13,2023-06-22,18.87,16.9,281,86,3,474,0
13,2023-06-23,18.87,15.1,517,198,4,276,1
13,2023-06-24,18.87,14.76,160,55,5,221,0
13,2023-06-25,18.87,14.94,177,69,6,152,0
13,2023-06-26,18.87,15.12,244,82,0,70,0
13,2023-06-27,18.87,14.79,312,70,1,387,0
13,2023-06-28,18.87,15.0,328,116,2,271,0
13,2023-06-29,18.87,14.63,282,119,3,152,0
13,2023-06-30,18.87,14.96,207,83,4,69,0
13,2023-07-01,18.87,14.72,161,67,5,716,0
13,2023-07-02,18.87,14.87,177,71,6,645,0
13,2023-07-03,18.87,15.08,245,87,0,558,0
13,2023-07-04,18.87,14.91,312,131,1,427,0
13,2023-07-05,18.87,15.1,820,380,2,803,1
13,2023-07-06,18.87,15.23,282,116,3,687,0
13,2023-07-07,18.87,15.02,207,80,4,607,0
13,2023-07-08,18.87,15.45,161,56,5,551,0
13,2023-07-09,18.87,15.24,177,65,6,486,0
13,2023-07-10,18.87,15.39,244,100,0,386,0
13,2023-07-11,18.87,15.19,311,135,1,251,0
13,2023-07-12,18.87,15.42,328,132,2,119,0
13,2023-07-13,18.87,15.1,702,119,3,607,1
13,2023-07-14,18.87,15.02,206,88,4,519,0
13,2023-07-15,18.87,15.41,160,66,5,453,0
13,2023-07-16,18.87,15.63,176,65,6,388,0
13,2023-07-17,18.87,15.22,243,98,0,290,0
13,2023-07-18,18.87,15.67,309,112,1,178,0
13,2023-07-19,18.87,15.1,815,178,2,710,1
13,2023-07-20,18.87,14.74,279,116,3,594,0
13,2023-07-21,18.87,14.47,205,96,4,498,0
13,2023-07-22,18.87,14.65,159,58,5,440,0
13,2023-07-23,18.87,14.62,175,74,6,366,0
13,2023-07-24,18.87,14.91,241,109,0,257,0
13,2023-07-25,18.87,15.21,307,130,1,127,0
13,2023-07-26,18.87,15.38,322,127,2,619,0
13,2023-07-27,18.87,15.76,276,112,3,507,0
13,2023-07-28,18.87,16.1,203,86,4,421,0
13,2023-07-29,18.87,16.41,157,54,5,367,0
13,2023-07-30,18.87,16.55,173,57,6,310,0
13,2023-07-31,18.87,16.37,238,90,0,220,0
13,2023-08-01,18.87,16.61,303,93,1,127,0
13,2023-08-02,18.87,16.29,318,127,2,624,0
13,2023-08-03,18.87,16.04,273,115,3,509,0
13,2023-08-04,18.87,15.93,200,74,4,435,0
13,2023-08-05,18.87,16.35,155,57,5,378,0
13,2023-08-06,18.87,16.03,170,65,6,313,0
13,2023-08-07,18.87,15.88,234,91,0,222,0
13,2023-08-08,18.87,15.77,298,117,1,105,0
13,2023-08-09,18.87,15.38,313,105,2,333,0
13,2023-08-10,18.87,15.42,268,104,3,229,0
13,2023-08-11,18.87,15.52,197,83,4,146,0
13,2023-08-12,18.87,15.1,380,146,5,618,1
13,2023-08-13,18.87,15.36,167,63,6,555,0
13,2023-08-14,18.87,15.16,230,102,0,453,0
13,2023-08-15,18.87,14.84,293,106,1,347,0
13,2023-08-16,18.87,15.1,767,306,2,558,1
13,2023-08-17,18.87,15.11,263,113,3,445,0
13,2023-08-18,18.87,15.03,193,73,4,372,0
13,2023-08-19,18.87,14.85,149,62,5,310,0
13,2023-08-20,18.87,14.94,164,69,6,241,0
13,2023-08-21,18.87,14.72,225,85,0,156,0
13,2023-08-22,18.87,14.37,286,118,1,828,0
13,2023-08-23,18.87,14.27,301,123,2,705,0
13,2023-08-24,18.87,14.06,257,103,3,602,0
13,2023-08-25,18.87,15.1,470,224,4,378,1
13,2023-08-26,18.87,15.38,146,54,5,324,0
13,2023-08-27,18.87,15.08,160,69,6,255,0
13,2023-08-28,18.87,15.14,220,85,0,170,0
13,2023-08-29,18.87,15.25,279,101,1,69,0
13,2023-08-30,18.87,15.09,293,69,2,310,0
13,2023-08-31,18.87,14.82,251,107,3,203,0
13,2023-09-01,18.87,14.39,184,81,4,122,0
13,2023-09-02,18.87,14.1,142,67,5,55,0
13,2023-09-03,18.87,14.15,156,55,6,762,0
13,2023-09-04,18.87,14.41,214,90,0,672,0
13,2023-09-05,18.87,14.5,272,106,1,566,0
13,2023-09-06,18.87,14.87,285,120,2,446,0
13,2023-09-07,18.87,15.2,244,95,3,351,0
13,2023-09-08,18.87,15.13,178,77,4,274,0
13,2023-09-09,18.87,15.47,138,48,5,226,0
13,2023-09-10,18.87,15.31,151,71,6,155,0
13,2023-09-11,18.87,14.94,208,90,0,65,0
13,2023-09-12,18.87,14.85,264,65,1,322,0
13,2023-09-13,18.87,14.52,277,107,2,215,0
13,2023-09-14,18.87,14.26,236,105,3,110,0
13,2023-09-15,18.87,15.1,432,110,4,603,1
13,2023-09-16,18.87,14.96,134,48,5,555,0
13,2023-09-17,18.87,14.97,147,62,6,493,0
13,2023-09-18,18.87,15.36,201,67,0,426,0
13,2023-09-19,18.87,15.58,256,99,1,327,0
13,2023-09-20,18.87,15.49,268,115,2,212,0
13,2023-09-21,18.87,15.92,229,84,3,128,0
13,2023-09-22,18.87,16.01,167,56,4,72,0
13,2023-09-23,18.87,15.78,129,51,5,329,0
13,2023-09-24,18.87,15.41,142,53,6,276,0
13,2023-09-25,18.87,15.74,195,79,0,197,0
13,2023-09-26,18.87,15.1,617,197,1,742,1
13,2023-09-27,18.87,15.04,259,97,2,645,0
13,2023-09-28,18.87,15.35,221,73,3,572,0
13,2023-09-29,18.87,15.73,162,64,4,508,0
13,2023-09-30,18.87,16.17,125,47,5,461,0
13,2023-10-01,18.87,16.19,137,47,6,414,0
13,2023-10-02,18.87,16.63,188,71,0,343,0
13,2023-10-03,18.87,16.58,238,96,1,247,0
13,2023-10-04,18.87,16.56,250,92,2,155,0
13,2023-10-05,18.87,16.49,213,82,3,73,0
13,2023-10-06,18.87,16.64,156,59,4,353,0
13,2023-10-07,18.87,16.65,120,40,5,313,0
13,2023-10-08,18.87,16.84,132,57,6,256,0
13,2023-10-09,18.87,17.0,181,64,0,192,0
13,2023-10-10,18.87,17.39,230,87,1,105,0
13,2023-10-11,18.87,17.08,241,93,2,667,0
13,2023-10-12,18.87,17.56,205,72,3,595,0
13,2023-10-13,18.87,17.71,150,56,4,539,0
13,2023-10-14,18.87,17.73,116,42,5,497,0
13,2023-10-15,18.87,15.1,317,113,6,384,1
13,2023-10-16,18.87,15.49,174,67,0,317,0
13,2023-10-17,18.87,15.87,221,81,1,236,0
13,2023-10-18,18.87,16.14,232,85,2,151,0
13,2023-10-19,18.87,16.34,198,67,3,84,0
13,2023-10-20,18.87,16.07,145,60,4,499,0
13,2023-10-21,18.87,15.72,112,49,5,450,0
13,2023-10-22,18.87,16.1,122,50,6,400,0
13,2023-10-23,18.87,16.39,168,70,0,330,0
13,2023-10-24,18.87,16.36,213,78,1,252,0
13,2023-10-25,18.87,16.45,223,80,2,172,0
