Date,Product_ID,Base_Price,Current_Price,Day_Of_Week,Traffic_Views,Demand_Units
2026-01-25,7,194.69,212.08,6,38,8
2026-01-25,8,334.71,365.06,6,26,6
2026-01-25,9,49.42,53.83,6,13,4
2026-01-25,10,84.21,91.96,6,13,3
2026-01-25,11,163.22,178.74,6,26,7
2026-01-25,12,90.57,99.18,6,15,8
2026-01-25,13,151.78,166.41,6,15,6
2026-01-25,14,30.78,33.69,6,11,4
2026-01-25,15,149.81,164.49,6,16,3
2026-01-25,16,164.58,180.68,6,14,5
2026-01-25,17,28.26,30.92,6,25,8
2026-01-25,18,86.21,94.41,6,21,4
2026-01-25,19,934.29,1022.87,6,12,3
2026-01-25,20,151.39,165.62,6,20,5
2026-01-25,21,172.69,188.78,6,34,6
2026-01-25,22,127.45,139.17,6,21,11
2026-01-25,23,704.04,767.97,6,18,5
2026-01-25,24,44.35,48.24,6,12,4
2026-01-25,25,79.19,86.14,6,16,8
2026-01-25,26,38.58,41.87,6,26,7
2026-01-25,27,67.56,73.35,6,19,10
2026-01-25,28,84.16,91.41,6,20,7
2026-01-25,29,65.98,71.63,6,8,2
2026-01-25,30,169.06,183.91,6,35,8
2026-01-25,31,56.82,61.74,6,17,3
2026-01-25,32,130.37,141.89,6,31,7
2026-01-25,33,158.33,172.37,6,25,4
2026-01-25,34,118.15,128.61,6,11,3
2026-01-25,35,181.46,197.73,6,22,4
2026-01-25,36,174.32,190.05,6,9,4
2026-01-25,37,54.43,59.26,6,37,7
2026-01-25,38,82.43,89.87,6,23,10
2026-01-25,39,175.98,192.12,6,23,6
2026-01-25,40,73.53,80.17,6,14,5
2026-01-25,41,40.59,44.26,6,29,7
2026-01-25,42,171.93,187.96,6,10,4
2026-01-25,43,77.85,84.95,6,14,3
2026-01-25,44,119.79,130.86,6,7,3
2026-01-25,45,166.43,182.01,6,17,7
2026-01-25,46,77.9,85.19,6,30,11
2026-01-25,47,180.88,198.36,6,21,6
2026-01-25,48,193.29,212.26,6,18,5
2026-01-25,49,174.56,191.9,6,10,4
2026-01-25,50,109.5,120.52,6,42,10
2026-01-25,51,189.4,208.92,6,20,9
2026-01-25,52,48.97,54.02,6,29,10
2026-01-25,53,26.8,29.58,6,12,2
2026-01-25,54,108.75,120.35,6,9,3
2026-01-25,55,804.8,889.33,6,9,4
2026-01-25,56,797.98,882.89,6,22,8
2026-01-25,57,193.73,214.88,6,32,12
2026-01-25,58,49.7,55.06,6,10,2
2026-01-25,59,133.02,147.64,6,7,2
2026-01-25,60,35.55,39.39,6,24,7
2026-01-25,61,107.15,119.01,6,11,3
2026-01-25,62,55.9,62.09,6,18,5
2026-01-25,63,145.16,161.59,6,25,9
2026-01-25,64,166.8,185.98,6,15,3
2026-01-25,65,39.93,44.52,6,13,4
2026-01-25,66,154.52,172.82,6,18,6
2026-01-25,67,194.52,217.92,6,34,7
2026-01-25,68,101.18,113.4,6,7,3
2026-01-25,69,41.84,46.89,6,12,2
2026-01-25,70,23.17,25.96,6,19,3
2026-01-25,71,89.64,100.63,6,19,7
2026-01-25,72,313.37,351.87,6,20,9
2026-01-25,73,361.57,406.24,6,10,4
2026-01-25,74,65.49,73.66,6,28,6
2026-01-25,75,143.72,161.79,6,9,3
2026-01-25,76,152.9,172.03,6,8,2
2026-01-25,77,198.52,223.52,6,25,9
2026-01-25,78,165.06,185.87,6,29,8
2026-01-25,79,166.07,186.95,6,18,4
2026-01-25,80,66.17,74.43,6,33,7
2026-01-25,81,160.9,181.13,6,28,7
2026-01-25,82,101.84,114.7,6,27,8
2026-01-25,83,52.65,59.26,6,22,6
2026-01-25,84,99.51,111.96,6,17,4
2026-01-25,85,190.44,214.17,6,8,4
2026-01-25,86,170.12,191.18,6,9,3
2026-01-25,87,35.15,39.42,6,20,4
2026-01-25,88,100.69,112.93,6,35,8
2026-01-25,89,114.68,128.44,6,44,11
2026-01-25,90,143.55,160.5,6,16,5
2026-01-25,91,55.71,62.06,6,22,4
2026-01-25,92,121.73,135.47,6,20,6
2026-01-25,93,155.59,172.73,6,21,9
2026-01-25,94,28.08,31.02,6,14,5
2026-01-25,95,163.13,180.2,6,27,7
2026-01-25,96,40.61,44.67,6,21,10
2026-01-25,97,138.2,151.9,6,16,6
2026-01-25,98,186.16,204.19,6,25,6
2026-01-25,99,64.8,70.85,6,14,2
2026-01-25,100,174.78,190.98,6,6,3
2026-01-25,101,45.9,49.99,6,20,4
2026-01-25,102,171.27,186.55,6,17,5
2026-01-25,103,97.88,106.46,6,18,4
2026-01-26,1,348.0,378.49,0,12,3
2026-01-26,2,2499.0,2715.26,0,16,5
2026-01-26,3,1299.99,1412.88,0,19,5
2026-01-26,4,175.77,191.06,0,23,6
2026-01-26,5,108.4,117.71,0,16,4
2026-01-26,6,89.26,97.04,0,8,3
2026-01-26,7,194.69,212.08,0,13,4
2026-01-26,8,334.71,365.06,0,27,6
2026-01-26,9,49.42,53.83,0,11,2
2026-01-26,10,84.21,91.96,0,14,6
2026-01-26,11,163.22,178.74,0,11,3
2026-01-26,12,90.57,99.18,0,28,6
2026-01-26,13,151.78,166.41,0,31,7
2026-01-26,14,30.78,33.69,0,18,4
2026-01-26,15,149.81,164.49,0,23,5
2026-01-26,16,164.58,180.68,0,17,3
2026-01-26,17,28.26,30.92,0,12,4
2026-01-26,18,86.21,94.41,0,18,6
2026-01-26,19,934.29,1022.87,0,14,6
2026-01-26,20,151.39,165.62,0,18,3
2026-01-26,21,172.69,188.78,0,14,6
2026-01-26,22,127.45,139.17,0,34,7
2026-01-26,23,704.04,767.97,0,20,5
2026-01-26,24,44.35,48.24,0,27,7
2026-01-26,25,79.19,86.14,0,8,3
2026-01-26,26,38.58,41.87,0,35,7
2026-01-26,27,67.56,73.35,0,17,6
2026-01-26,28,84.16,91.41,0,14,3
2026-01-26,29,65.98,71.63,0,10,2
2026-01-26,30,169.06,183.91,0,16,5
2026-01-26,31,56.82,61.74,0,29,8
2026-01-26,32,130.37,141.89,0,11,4
2026-01-26,33,158.33,172.37,0,9,1
2026-01-26,34,118.15,128.61,0,17,6
2026-01-26,35,181.46,197.73,0,18,3
2026-01-26,36,174.32,190.05,0,4,2
2026-01-26,37,54.43,59.26,0,13,4
2026-01-26,38,82.43,89.87,0,11,3
2026-01-26,39,175.98,192.12,0,7,3
2026-01-26,40,73.53,80.17,0,7,3
2026-01-26,41,40.59,44.26,0,9,4
2026-01-26,42,171.93,187.96,0,23,7
2026-01-26,43,77.85,84.95,0,14,5
2026-01-26,44,119.79,130.86,0,21,5
2026-01-26,45,166.43,182.01,0,20,5
2026-01-26,46,77.9,85.19,0,27,7
2026-01-26,47,180.88,198.36,0,13,2
2026-01-26,48,193.29,212.26,0,22,5
2026-01-26,49,174.56,191.9,0,10,3
2026-01-26,50,109.5,120.52,0,8,2
2026-01-26,51,189.4,208.92,0,14,6
2026-01-26,52,48.97,54.02,0,14,6
2026-01-26,53,26.8,29.58,0,6,2
2026-01-26,54,108.75,120.35,0,17,5
2026-01-26,55,804.8,889.33,0,15,2
2026-01-26,56,797.98,882.89,0,17,7
2026-01-26,57,193.73,214.88,0,10,2
2026-01-26,58,49.7,55.06,0,11,4
2026-01-26,59,133.02,147.64,0,22,4
2026-01-26,60,35.55,39.39,0,21,4
2026-01-26,61,107.15,119.01,0,6,1
2026-01-26,62,55.9,62.09,0,16,4
2026-01-26,63,145.16,161.59,0,25,5
2026-01-26,64,166.8,185.98,0,30,6
2026-01-26,65,39.93,44.52,0,17,4
2026-01-26,66,154.52,172.82,0,34,9
2026-01-26,67,194.52,217.92,0,8,2
2026-01-26,68,101.18,113.4,0,28,5
2026-01-26,69,41.84,46.89,0,24,6
2026-01-26,70,23.17,25.96,0,31,6
2026-01-26,71,89.64,100.63,0,9,4
2026-01-26,72,313.37,351.87,0,7,3
2026-01-26,73,361.57,406.24,0,9,4
2026-01-26,74,65.49,73.66,0,19,7
2026-01-26,75,143.72,161.79,0,17,7
2026-01-26,76,152.9,172.03,0,11,3
2026-01-26,77,198.52,223.52,0,19,6
2026-01-26,78,165.06,185.87,0,30,7
2026-01-26,79,166.07,186.95,0,8,2
2026-01-26,80,66.17,74.43,0,10,3
2026-01-26,81,160.9,181.13,0,7,2
2026-01-26,82,101.84,114.7,0,24,7
2026-01-26,83,52.65,59.26,0,24,5
2026-01-26,84,99.51,111.96,0,28,5
2026-01-26,85,190.44,214.17,0,10,3
2026-01-26,86,170.12,191.18,0,13,3
2026-01-26,87,35.15,39.42,0,22,6
2026-01-26,88,100.69,112.93,0,24,4
2026-01-26,89,114.68,128.44,0,18,3
2026-01-26,90,143.55,160.5,0,12,4
2026-01-26,91,55.71,62.06,0,15,6
2026-01-26,92,121.73,135.47,0,26,6
2026-01-26,93,155.59,172.73,0,17,8
2026-01-26,94,28.08,31.02,0,15,9
2026-01-26,95,163.13,180.2,0,13,4
2026-01-26,96,40.61,44.67,0,30,5
2026-01-26,97,138.2,151.9,0,35,6
2026-01-26,98,186.16,204.19,0,23,6
2026-01-26,99,64.8,70.85,0,4,2
2026-01-26,100,174.78,190.98,0,31,8
2026-01-26,101,45.9,49.99,0,14,5
2026-01-26,102,171.27,186.55,0,13,2
2026-01-26,103,97.88,106.46,0,17,5
2026-01-27,1,348.0,378.49,1,12,4
2026-01-27,2,2499.0,2715.26,1,11,2
2026-01-27,3,1299.99,1412.88,1,17,7
2026-01-27,4,175.77,191.06,1,35,6
2026-01-27,5,108.4,117.71,1,18,7
2026-01-27,6,89.26,97.04,1,25,5
2026-01-27,7,194.69,212.08,1,14,4
2026-01-27,8,334.71,365.06,1,25,6
2026-01-27,9,49.42,53.83,1,11,4
2026-01-27,10,84.21,91.96,1,19,8
2026-01-27,11,163.22,178.74,1,18,9
2026-01-27,12,90.57,99.18,1,11,4
2026-01-27,13,151.78,166.41,1,15,2
2026-01-27,14,30.78,33.69,1,18,5
2026-01-27,15,149.81,164.49,1,8,3
2026-01-27,16,164.58,180.68,1,21,6
2026-01-27,17,28.26,30.92,1,4,2
2026-01-27,18,86.21,94.41,1,8,2
2026-01-27,19,934.29,1022.87,1,23,5
2026-01-27,20,151.39,165.62,1,16,5
2026-01-27,21,172.69,188.78,1,21,6
2026-01-27,22,127.45,139.17,1,20,4
2026-01-27,23,704.04,767.97,1,23,6
2026-01-27,24,44.35,48.24,1,20,7
2026-01-27,25,79.19,86.14,1,15,3
2026-01-27,26,38.58,41.87,1,10,5
2026-01-27,27,67.56,73.35,1,23,6
2026-01-27,28,84.16,91.41,1,26,5
2026-01-27,29,65.98,71.63,1,15,3
2026-01-27,30,169.06,183.91,1,14,3
2026-01-27,31,56.82,61.74,1,9,4
2026-01-27,32,130.37,141.89,1,16,3
2026-01-27,33,158.33,172.37,1,10,3
2026-01-27,34,118.15,128.61,1,9,4
2026-01-27,35,181.46,197.73,1,17,8
2026-01-27,36,174.32,190.05,1,24,5
2026-01-27,37,54.43,59.26,1,36,6
2026-01-27,38,82.43,89.87,1,32,5
2026-01-27,39,175.98,192.12,1,11,2
2026-01-27,40,73.53,80.17,1,34,8
2026-01-27,41,40.59,44.26,1,15,4
2026-01-27,42,171.93,187.96,1,25,8
2026-01-27,43,77.85,84.95,1,12,6
2026-01-27,44,119.79,130.86,1,33,7
2026-01-27,45,166.43,182.01,1,21,5
2026-01-27,46,77.9,85.19,1,28,7
2026-01-27,47,180.88,198.36,1,14,6
2026-01-27,48,193.29,212.26,1,20,5
2026-01-27,49,174.56,191.9,1,11,4
2026-01-27,50,109.5,120.52,1,24,5
2026-01-27,51,189.4,208.92,1,13,3
2026-01-27,52,48.97,54.02,1,20,8
2026-01-27,53,26.8,29.58,1,12,2
2026-01-27,54,108.75,120.35,1,23,9
2026-01-27,55,804.8,889.33,1,17,4
2026-01-27,56,797.98,882.89,1,8,2
2026-01-27,57,193.73,214.88,1,30,6
2026-01-27,58,49.7,55.06,1,25,7
2026-01-27,59,133.02,147.64,1,14,4
2026-01-27,60,35.55,39.39,1,17,4
2026-01-27,61,107.15,119.01,1,11,2
2026-01-27,62,55.9,62.09,1,18,5
2026-01-27,63,145.16,161.59,1,33,6
2026-01-27,64,166.8,185.98,1,21,4
2026-01-27,65,39.93,44.52,1,24,7
2026-01-27,66,154.52,172.82,1,16,6
2026-01-27,67,194.52,217.92,1,27,7
2026-01-27,68,101.18,113.4,1,13,4
2026-01-27,69,41.84,46.89,1,12,5
2026-01-27,70,23.17,25.96,1,17,4
2026-01-27,71,89.64,100.63,1,26,6
2026-01-27,72,313.37,351.87,1,16,3
2026-01-27,73,361.57,406.24,1,12,3
2026-01-27,74,65.49,73.66,1,7,3
2026-01-27,75,143.72,161.79,1,29,8
2026-01-27,76,152.9,172.03,1,10,2
2026-01-27,77,198.52,223.52,1,19,6
2026-01-27,78,165.06,185.87,1,32,6
2026-01-27,79,166.07,186.95,1,9,3
2026-01-27,80,66.17,74.43,1,23,7
2026-01-27,81,160.9,181.13,1,14,4
2026-01-27,82,101.84,114.7,1,24,5
2026-01-27,83,52.65,59.26,1,5,1
2026-01-27,84,99.51,111.96,1,14,4
2026-01-27,85,190.44,214.17,1,7,3
2026-01-27,86,170.12,191.18,1,13,3
2026-01-27,87,35.15,39.42,1,35,7
2026-01-27,88,100.69,112.93,1,27,6
2026-01-27,89,114.68,128.44,1,23,5
2026-01-27,90,143.55,160.5,1,30,6
2026-01-27,91,55.71,62.06,1,25,4
2026-01-27,92,121.73,135.47,1,10,3
2026-01-27,93,155.59,172.73,1,12,7
2026-01-27,94,28.08,31.02,1,12,4
2026-01-27,95,163.13,180.2,1,16,7
2026-01-27,96,40.61,44.67,1,20,5
2026-01-27,97,138.2,151.9,1,29,6
2026-01-27,98,186.16,204.19,1,6,2
2026-01-27,99,64.8,70.85,1,8,3
2026-01-27,100,174.78,190.98,1,13,6
2026-01-27,101,45.9,49.99,1,9,4
2026-01-27,102,171.27,186.55,1,31,7
2026-01-27,103,97.88,106.46,1,8,4
2026-01-28,1,348.0,378.49,2,16,6
2026-01-28,2,2499.0,2715.26,2,11,5
2026-01-28,3,1299.99,1412.88,2,13,4
2026-01-28,4,175.77,191.06,2,19,5
2026-01-28,5,108.4,117.71,2,14,4
2026-01-28,6,89.26,97.04,2,15,3
2026-01-28,7,194.69,212.08,2,15,4
2026-01-28,8,334.71,365.06,2,16,6
2026-01-28,9,49.42,53.83,2,14,4
2026-01-28,10,84.21,91.96,2,15,5
2026-01-28,11,163.22,178.74,2,16,4
2026-01-28,12,90.57,99.18,2,5,2
2026-01-28,13,151.78,166.41,2,24,5
2026-01-28,14,30.78,33.69,2,10,2
2026-01-28,15,149.81,164.49,2,21,8
2026-01-28,16,164.58,180.68,2,20,5
2026-01-28,17,28.26,30.92,2,9,2
2026-01-28,18,86.21,94.41,2,12,2
2026-01-28,19,934.29,1022.87,2,17,4
2026-01-28,20,151.39,165.62,2,11,4
2026-01-28,21,172.69,188.78,2,8,3
2026-01-28,22,127.45,139.17,2,26,7
2026-01-28,23,704.04,767.97,2,13,5
2026-01-28,24,44.35,48.24,2,24,5
2026-01-28,25,79.19,86.14,2,13,4
2026-01-28,26,38.58,41.87,2,34,8
2026-01-28,27,67.56,73.35,2,18,4
2026-01-28,28,84.16,91.41,2,27,6
2026-01-28,29,65.98,71.63,2,11,4
2026-01-28,30,169.06,183.91,2,16,6
2026-01-28,31,56.82,61.74,2,15,4
2026-01-28,32,130.37,141.89,2,11,3
2026-01-28,33,158.33,172.37,2,28,7
2026-01-28,34,118.15,128.61,2,30,7
2026-01-28,35,181.46,197.73,2,14,7
2026-01-28,36,174.32,190.05,2,12,5
2026-01-28,37,54.43,59.26,2,14,3
2026-01-28,38,82.43,89.87,2,9,2
2026-01-28,39,175.98,192.12,2,27,5
2026-01-28,40,73.53,80.17,2,15,5
2026-01-28,41,40.59,44.26,2,13,5
2026-01-28,42,171.93,187.96,2,16,3
2026-01-28,43,77.85,84.95,2,17,3
2026-01-28,44,119.79,130.86,2,18,5
2026-01-28,45,166.43,182.01,2,28,5
2026-01-28,46,77.9,85.19,2,6,2
2026-01-28,47,180.88,198.36,2,15,7
2026-01-28,48,193.29,212.26,2,7,2
2026-01-28,49,174.56,191.9,2,10,2
2026-01-28,50,109.5,120.52,2,11,5
2026-01-28,51,189.4,208.92,2,26,7
2026-01-28,52,48.97,54.02,2,13,3
2026-01-28,53,26.8,29.58,2,14,3
2026-01-28,54,108.75,120.35,2,15,7
2026-01-28,55,804.8,889.33,2,38,6
2026-01-28,56,797.98,882.89,2,10,3
2026-01-28,57,193.73,214.88,2,10,2
2026-01-28,58,49.7,55.06,2,26,5
2026-01-28,59,133.02,147.64,2,13,3
2026-01-28,60,35.55,39.39,2,24,7
2026-01-28,61,107.15,119.01,2,25,7
2026-01-28,62,55.9,62.09,2,12,4
2026-01-28,63,145.16,161.59,2,18,6
2026-01-28,64,166.8,185.98,2,8,4
2026-01-28,65,39.93,44.52,2,15,2
2026-01-28,66,154.52,172.82,2,22,6
2026-01-28,67,194.52,217.92,2,24,7
2026-01-28,68,101.18,113.4,2,15,3
2026-01-28,69,41.84,46.89,2,17,6
2026-01-28,70,23.17,25.96,2,23,7
2026-01-28,71,89.64,100.63,2,12,4
2026-01-28,72,313.37,351.87,2,14,5
2026-01-28,73,361.57,406.24,2,20,4
2026-01-28,74,65.49,73.66,2,9,5
2026-01-28,75,143.72,161.79,2,15,5
2026-01-28,76,152.9,172.03,2,10,2
2026-01-28,77,198.52,223.52,2,22,6
2026-01-28,78,165.06,185.87,2,22,5
2026-01-28,79,166.07,186.95,2,16,6
2026-01-28,80,66.17,74.43,2,14,3
2026-01-28,81,160.9,181.13,2,7,2
2026-01-28,82,101.84,114.7,2,20,4
2026-01-28,83,52.65,59.26,2,11,3
2026-01-28,84,99.51,111.96,2,16,7
2026-01-28,85,190.44,214.17,2,14,3
2026-01-28,86,170.12,191.18,2,9,2
2026-01-28,87,35.15,39.42,2,7,2
2026-01-28,88,100.69,112.93,2,21,4
2026-01-28,89,114.68,128.44,2,5,2
2026-01-28,90,143.55,160.5,2,32,7
2026-01-28,91,55.71,62.06,2,12,3
2026-01-28,92,121.73,135.47,2,31,6
2026-01-28,93,155.59,172.73,2,19,8
2026-01-28,94,28.08,31.02,2,17,4
2026-01-28,95,163.13,180.2,2,24,5
2026-01-28,96,40.61,44.67,2,22,7
2026-01-28,97,138.2,151.9,2,28,6
2026-01-28,98,186.16,204.19,2,24,7
2026-01-28,99,64.8,70.85,2,10,2
2026-01-28,100,174.78,190.98,2,24,5
2026-01-28,101,45.9,49.99,2,14,3
2026-01-28,102,171.27,186.55,2,30,5
2026-01-28,103,97.88,106.46,2,12,5
2026-01-29,1,348.0,378.49,3,23,5
2026-01-29,2,2499.0,2715.26,3,23,4
2026-01-29,3,1299.99,1412.88,3,18,6
2026-01-29,4,175.77,191.06,3,26,4
2026-01-29,5,108.4,117.71,3,30,7
2026-01-29,6,89.26,97.04,3,15,5
2026-01-29,7,194.69,212.08,3,21,8
2026-01-29,8,334.71,365.06,3,34,6
2026-01-29,9,49.42,53.83,3,22,5
2026-01-29,10,84.21,91.96,3,14,2
2026-01-29,11,163.22,178.74,3,10,2
2026-01-29,12,90.57,99.18,3,8,2
2026-01-29,13,151.78,166.41,3,12,5
2026-01-29,14,30.78,33.69,3,14,6
2026-01-29,15,149.81,164.49,3,6,2
2026-01-29,16,164.58,180.68,3,24,4
2026-01-29,17,28.26,30.92,3,7,2
2026-01-29,18,86.21,94.41,3,15,7
2026-01-29,19,934.29,1022.87,3,8,1
2026-01-29,20,151.39,165.62,3,17,5
2026-01-29,21,172.69,188.78,3,19,3
2026-01-29,22,127.45,139.17,3,30,8
2026-01-29,23,704.04,767.97,3,12,5
2026-01-29,24,44.35,48.24,3,18,4
2026-01-29,25,79.19,86.14,3,23,4
2026-01-29,26,38.58,41.87,3,8,3
2026-01-29,27,67.56,73.35,3,12,4
2026-01-29,28,84.16,91.41,3,11,4
2026-01-29,29,65.98,71.63,3,14,3
2026-01-29,30,169.06,183.91,3,4,2
2026-01-29,31,56.82,61.74,3,18,5
2026-01-29,32,130.37,141.89,3,15,3
2026-01-29,33,158.33,172.37,3,21,4
2026-01-29,34,118.15,128.61,3,27,6
2026-01-29,35,181.46,197.73,3,17,5
2026-01-29,36,174.32,190.05,3,20,3
2026-01-29,37,54.43,59.26,3,7,3
2026-01-29,38,82.43,89.87,3,12,4
2026-01-29,39,175.98,192.12,3,11,4
2026-01-29,40,73.53,80.17,3,24,9
2026-01-29,41,40.59,44.26,3,6,2
2026-01-29,42,171.93,187.96,3,17,4
2026-01-29,43,77.85,84.95,3,7,2
2026-01-29,44,119.79,130.86,3,22,5
2026-01-29,45,166.43,182.01,3,11,4
2026-01-29,46,77.9,85.19,3,11,5
2026-01-29,47,180.88,198.36,3,19,4
2026-01-29,48,193.29,212.26,3,6,2
2026-01-29,49,174.56,191.9,3,14,4
2026-01-29,50,109.5,120.52,3,19,7
2026-01-29,51,189.4,208.92,3,9,2
2026-01-29,52,48.97,54.02,3,30,7
2026-01-29,53,26.8,29.58,3,24,5
2026-01-29,54,108.75,120.35,3,25,7
2026-01-29,55,804.8,889.33,3,19,7
2026-01-29,56,797.98,882.89,3,12,3
2026-01-29,57,193.73,214.88,3,10,2
2026-01-29,58,49.7,55.06,3,10,2
2026-01-29,59,133.02,147.64,3,18,3
2026-01-29,60,35.55,39.39,3,26,6
2026-01-29,61,107.15,119.01,3,11,2
2026-01-29,62,55.9,62.09,3,14,3
2026-01-29,63,145.16,161.59,3,9,3
2026-01-29,64,166.8,185.98,3,17,4
2026-01-29,65,39.93,44.52,3,5,1
2026-01-29,66,154.52,172.82,3,32,6
2026-01-29,67,194.52,217.92,3,16,3
2026-01-29,68,101.18,113.4,3,25,5
2026-01-29,69,41.84,46.89,3,9,2
2026-01-29,70,23.17,25.96,3,14,4
2026-01-29,71,89.64,100.63,3,11,3
2026-01-29,72,313.37,351.87,3,12,4
2026-01-29,73,361.57,406.24,3,26,8
2026-01-29,74,65.49,73.66,3,7,2
2026-01-29,75,143.72,161.79,3,10,2
2026-01-29,76,152.9,172.03,3,7,3
2026-01-29,77,198.52,223.52,3,23,6
2026-01-29,78,165.06,185.87,3,31,6
2026-01-29,79,166.07,186.95,3,28,6
2026-01-29,80,66.17,74.43,3,18,7
2026-01-29,81,160.9,181.13,3,20,6
2026-01-29,82,101.84,114.7,3,8,3
2026-01-29,83,52.65,59.26,3,17,4
2026-01-29,84,99.51,111.96,3,12,2
2026-01-29,85,190.44,214.17,3,23,5
2026-01-29,86,170.12,191.18,3,15,3
2026-01-29,87,35.15,39.42,3,7,2
2026-01-29,88,100.69,112.93,3,16,4
2026-01-29,89,114.68,128.44,3,28,6
2026-01-29,90,143.55,160.5,3,7,2
2026-01-29,91,55.71,62.06,3,23,6
2026-01-29,92,121.73,135.47,3,16,4
2026-01-29,93,155.59,172.73,3,17,5
2026-01-29,94,28.08,31.02,3,8,1
2026-01-29,95,163.13,180.2,3,19,4
2026-01-29,96,40.61,44.67,3,24,4
2026-01-29,97,138.2,151.9,3,11,5
2026-01-29,98,186.16,204.19,3,23,4
2026-01-29,99,64.8,70.85,3,12,3
2026-01-29,100,174.78,190.98,3,8,3
2026-01-29,101,45.9,49.99,3,21,6
2026-01-29,102,171.27,186.55,3,14,3
2026-01-29,103,97.88,106.46,3,13,4
2026-01-30,1,348.0,378.49,4,10,2
2026-01-30,2,2499.0,2715.26,4,18,8
2026-01-30,3,1299.99,1412.88,4,7,2
2026-01-30,4,175.77,191.06,4,30,7
2026-01-30,5,108.4,117.71,4,8,2
2026-01-30,6,89.26,97.04,4,21,6
2026-01-30,7,194.69,212.08,4,24,7
2026-01-30,8,334.71,365.06,4,9,4
2026-01-30,9,49.42,53.83,4,17,5
2026-01-30,10,84.21,91.96,4,27,6
2026-01-30,11,163.22,178.74,4,9,2
2026-01-30,12,90.57,99.18,4,21,6
2026-01-30,13,151.78,166.41,4,7,3
2026-01-30,14,30.78,33.69,4,7,1
2026-01-30,15,149.81,164.49,4,9,2
2026-01-30,16,164.58,180.68,4,20,5
2026-01-30,17,28.26,30.92,4,11,3
2026-01-30,18,86.21,94.41,4,34,6
2026-01-30,19,934.29,1022.87,4,8,3
2026-01-30,20,151.39,165.62,4,7,3
2026-01-30,21,172.69,188.78,4,17,6
2026-01-30,22,127.45,139.17,4,14,6
2026-01-30,23,704.04,767.97,4,6,2
2026-01-30,24,44.35,48.24,4,15,6
2026-01-30,25,79.19,86.14,4,10,4
2026-01-30,26,38.58,41.87,4,26,7
2026-01-30,27,67.56,73.35,4,14,6
2026-01-30,28,84.16,91.41,4,25,6
2026-01-30,29,65.98,71.63,4,13,3
2026-01-30,30,169.06,183.91,4,6,3
2026-01-30,31,56.82,61.74,4,7,3
2026-01-30,32,130.37,141.89,4,21,6
2026-01-30,33,158.33,172.37,4,19,4
2026-01-30,34,118.15,128.61,4,25,6
2026-01-30,35,181.46,197.73,4,25,4
2026-01-30,36,174.32,190.05,4,19,4
2026-01-30,37,54.43,59.26,4,27,5
2026-01-30,38,82.43,89.87,4,15,4
2026-01-30,39,175.98,192.12,4,20,5
2026-01-30,40,73.53,80.17,4,8,2
2026-01-30,41,40.59,44.26,4,25,4
2026-01-30,42,171.93,187.96,4,24,6
2026-01-30,43,77.85,84.95,4,11,2
2026-01-30,44,119.79,130.86,4,10,2
2026-01-30,45,166.43,182.01,4,8,2
2026-01-30,46,77.9,85.19,4,35,7
2026-01-30,47,180.88,198.36,4,7,3
2026-01-30,48,193.29,212.26,4,15,6
2026-01-30,49,174.56,191.9,4,9,2
2026-01-30,50,109.5,120.52,4,21,5
2026-01-30,51,189.4,208.92,4,9,2
2026-01-30,52,48.97,54.02,4,12,3
2026-01-30,53,26.8,29.58,4,10,5
2026-01-30,54,108.75,120.35,4,25,6
2026-01-30,55,804.8,889.33,4,12,5
2026-01-30,56,797.98,882.89,4,11,5
2026-01-30,57,193.73,214.88,4,8,2
2026-01-30,58,49.7,55.06,4,12,4
2026-01-30,59,133.02,147.64,4,12,3
2026-01-30,60,35.55,39.39,4,20,9
2026-01-30,61,107.15,119.01,4,16,4
2026-01-30,62,55.9,62.09,4,19,4
2026-01-30,63,145.16,161.59,4,11,5
2026-01-30,64,166.8,185.98,4,13,3
2026-01-30,65,39.93,44.52,4,8,2
2026-01-30,66,154.52,172.82,4,16,3
2026-01-30,67,194.52,217.92,4,5,2
2026-01-30,68,101.18,113.4,4,10,4
2026-01-30,69,41.84,46.89,4,26,5
2026-01-30,70,23.17,25.96,4,10,3
2026-01-30,71,89.64,100.63,4,6,2
2026-01-30,72,313.37,351.87,4,17,7
2026-01-30,73,361.57,406.24,4,26,7
2026-01-30,74,65.49,73.66,4,20,9
2026-01-30,75,143.72,161.79,4,13,4
2026-01-30,76,152.9,172.03,4,9,2
2026-01-30,77,198.52,223.52,4,18,4
2026-01-30,78,165.06,185.87,4,15,6
2026-01-30,79,166.07,186.95,4,23,7
2026-01-30,80,66.17,74.43,4,24,7
2026-01-30,81,160.9,181.13,4,26,6
2026-01-30,82,101.84,114.7,4,24,7
2026-01-30,83,52.65,59.26,4,22,4
2026-01-30,84,99.51,111.96,4,19,4
2026-01-30,85,190.44,214.17,4,22,6
2026-01-30,86,170.12,191.18,4,21,6
2026-01-30,87,35.15,39.42,4,12,2
2026-01-30,88,100.69,112.93,4,7,2
2026-01-30,89,114.68,128.44,4,25,7
2026-01-30,90,143.55,160.5,4,10,2
2026-01-30,91,55.71,62.06,4,20,4
2026-01-30,92,121.73,135.47,4,33,8
2026-01-30,93,155.59,172.73,4,23,5
2026-01-30,94,28.08,31.02,4,26,7
2026-01-30,95,163.13,180.2,4,11,4
2026-01-30,96,40.61,44.67,4,13,2
